lineage,mean.diffs,clock.residual,num.cases,num.variants,min.coldate,max.coldate,mean.coldate
A.21,23.99,-3.51,177,145,2020-04-10,2021-05-04,2021-01-23
A.11,10.56,-0.76,9,9,2020-03-20,2020-08-20,2020-05-22
A.4,9.08,1.22,63,26,2020-03-13,2020-05-05,2020-03-30
A.18,17.25,-3.88,8,8,2020-07-02,2021-03-01,2020-10-18
A.28,25.32,-4.1,196,131,2020-07-28,2021-05-17,2021-02-22
A.7,8.5,-1.9,10,8,2020-05-06,2020-05-10,2020-05-08
A.12,15.8,3.72,5,5,2020-04-10,2020-12-11,2020-06-02
A.9,9.63,-0.06,16,14,2020-04-03,2020-05-24,2020-04-27
A.19,17.45,-1.9,58,36,2020-06-04,2021-02-22,2020-09-21
A.27,32.07,2.59,457,355,2020-11-27,2021-08-24,2021-02-23
A.24,12.09,-5.39,11,10,2020-07-11,2020-12-07,2020-08-24
A.25,12.63,-5.17,32,28,2020-06-08,2021-04-13,2020-08-28
A.26,8.4,-0.28,10,5,2020-04-02,2020-04-27,2020-04-11
A.15,16.79,2.43,61,21,2020-04-20,2020-08-10,2020-07-07
A.29,31.32,-1.33,98,51,2021-01-27,2021-08-08,2021-04-12
A.30,44.5,14.16,4,2,2021-02-13,2021-05-15,2021-03-08
A.23.1,25.75,-2.49,889,633,2020-09-21,2021-08-22,2021-02-04
A.23,18.24,-1.28,71,40,2020-08-14,2020-12-27,2020-09-24
B.1.177.28,16.45,-10.23,115,73,2020-10-18,2021-04-03,2021-01-11
B.1.177.29,18.75,-7.89,8,8,2020-12-18,2021-01-28,2021-01-10
B.1.177.75,19.73,-6.96,749,541,2020-09-02,2021-08-12,2021-01-11
B.1.177.23,18.91,-2.41,219,147,2020-08-17,2021-02-19,2020-10-21
B.1.177.32,17.27,-8.82,535,364,2020-09-29,2021-04-12,2021-01-02
B.1.177.72,17.4,-9.28,260,182,2020-11-07,2021-04-12,2021-01-11
B.1.177.45,14.33,-6.88,2128,425,2020-09-12,2021-01-27,2020-10-19
B.1.177.16,16.09,-7.48,1097,539,2020-09-10,2021-03-27,2020-11-24
B.1.177.17,16.7,-5.67,927,465,2020-08-02,2021-02-16,2020-11-06
B.1.177.73,21.49,-6.51,1011,635,2020-08-12,2021-06-07,2021-01-31
B.1.177.70,14.81,-9.68,113,29,2020-11-09,2021-01-11,2020-12-08
B.1.177.71,15.18,-11.06,74,39,2020-10-22,2021-02-09,2021-01-04
B.1.177.19,16.13,-6.51,440,187,2020-09-03,2021-02-20,2020-11-10
B.1.177.20,16.26,-5.93,507,224,2020-09-04,2021-03-31,2020-11-04
B.1.177.18,17.68,-5.74,571,259,2020-09-14,2021-10-12,2020-11-22
B.1.177.78,26.06,-0.89,77,24,2020-10-23,2021-03-03,2021-01-15
B.1.177.14,15.19,-2.4,154,44,2020-07-27,2021-03-29,2020-08-25
AA.1,22.72,-4.14,87,72,2020-08-11,2021-03-25,2021-01-14
B.1.177.15,20.42,-3.04,1155,434,2020-09-01,2021-03-04,2020-11-23
AA.8,23.11,-3.89,28,11,2020-12-05,2021-02-17,2021-01-16
AA.7,23.94,-2.55,72,28,2020-11-04,2021-02-26,2021-01-08
AA.5,23.74,-2.81,53,19,2020-12-05,2021-03-02,2021-01-09
AA.3,22.45,-2.05,29,11,2020-10-21,2021-01-30,2020-12-09
AA.6,20.88,-4.42,48,18,2020-11-01,2021-02-10,2020-12-21
AA.2,21.85,-3.58,112,29,2020-11-14,2021-02-19,2020-12-23
AA.4,23.42,-3.27,97,18,2020-10-22,2021-03-01,2021-01-11
B.1.177.46,18.67,-11.91,815,299,2020-10-29,2021-05-27,2021-03-11
B.1.177.10,18,-7.37,868,499,2020-09-02,2021-05-17,2020-12-22
B.1.177.69,17.18,-5.46,449,196,2020-09-16,2021-03-25,2020-11-10
B.1.177.9,17.41,-4.87,397,189,2020-09-10,2021-02-21,2020-11-05
B.1.177.30,20.25,-4.43,83,27,2020-10-23,2021-02-08,2020-12-11
B.1.177.83,22.64,-3.84,467,315,2020-08-25,2021-06-08,2021-01-08
B.1.177.82,21.91,-5.79,1819,1001,2020-08-26,2021-05-01,2021-01-27
B.1.177.87,19.1,-3.68,1020,482,2020-08-26,2021-04-30,2020-11-12
B.1.177.84,18.9,-3.17,91,53,2020-09-16,2021-01-31,2020-11-02
B.1.177.88,25.38,-2.32,68,35,2020-12-26,2021-04-20,2021-01-26
B.1.177.89,23.52,-3.1,33,32,2020-11-21,2021-02-16,2021-01-10
B.1.177.33,19.37,-3.57,338,251,2020-09-01,2021-03-29,2020-11-15
B.1.177.11,18.93,-1.62,452,165,2020-09-05,2021-01-02,2020-10-09
B.1.177.34,23.71,-3.23,14,10,2020-12-06,2021-02-22,2021-01-15
B.1.177.42,20.21,-5.37,781,243,2020-10-26,2021-03-22,2020-12-25
B.1.177.12,19.63,-6.2,6023,1655,2020-03-30,2021-04-12,2020-12-29
B.1.177.44,18.79,-5.57,1426,917,2020-08-07,2021-04-15,2020-12-07
B.1.177.35,20.34,-6.68,1273,615,2020-10-17,2021-04-23,2021-01-16
B.1.177.43,19.13,-6.96,496,326,2020-09-10,2021-12-29,2021-01-02
B.1.177.41,22.87,-4.61,352,180,2020-09-20,2021-04-24,2021-01-23
B.1.177.36,23.02,-2.56,41,23,2020-10-23,2021-02-16,2020-12-25
B.1.177.38,21.13,-4.6,75,54,2020-09-11,2021-03-17,2020-12-27
B.1.177.39,21.84,-3.68,45,24,2020-10-05,2021-03-02,2020-12-24
B.1.177.40,20.78,-5.02,146,90,2020-10-12,2021-03-29,2020-12-28
B.1.177.37,24.34,-2.09,32,17,2020-11-16,2021-02-25,2021-01-07
B.1.177.26,24.46,2.25,78,26,2020-10-08,2020-12-28,2020-11-04
B.1.177.49,17.42,-9.54,24,17,2020-09-11,2021-02-22,2021-01-15
B.1.177.51,17.44,-7.85,177,143,2020-10-01,2021-04-20,2020-12-21
B.1.177.25,18.3,-3.47,37,7,2020-10-27,2020-10-29,2020-10-28
B.1.177.85,19.19,-6.99,150,104,2020-10-23,2021-05-08,2021-01-03
B.1.177.24,17.78,-5.63,715,212,2020-08-17,2021-03-16,2020-11-22
B.1.177.74,20.93,-6.01,45,36,2020-10-27,2021-03-11,2021-01-15
B.1.177.27,21.4,-0.49,98,21,2020-10-12,2020-11-09,2020-10-30
B.1.177.76,18.11,-8.81,353,103,2020-10-01,2021-04-12,2021-01-15
B.1.177.52,18.8,-6.8,438,280,2020-08-18,2021-05-02,2020-12-25
Y.1,23.43,-2.08,69,54,2020-11-05,2021-03-26,2020-12-24
B.1.177.50,17.88,-6.84,149,99,2020-08-17,2021-08-09,2020-12-12
B.1.177.81,20.34,-6.86,3885,2342,2020-08-10,2021-09-20,2021-01-19
Z.1,21.57,-3.31,276,111,2020-06-02,2021-04-23,2020-12-14
B.1.177.3,15.89,-4.4,99,43,2020-08-24,2020-11-18,2020-10-05
B.1.177.2,18.17,-3.68,165,91,2020-09-03,2021-01-26,2020-10-29
B.1.177.4,19.71,-2.89,3368,1644,2020-06-03,2021-03-16,2020-11-10
W.4,19.07,-3.46,475,252,2020-08-27,2021-02-15,2020-11-09
B.1.177.53,19.97,-5.1,232,179,2020-08-03,2021-04-01,2020-12-17
W.2,21.14,-5.35,36,30,2020-09-30,2021-03-04,2021-01-08
W.3,17.87,-4.17,133,71,2020-08-18,2021-01-25,2020-11-01
W.1,22.73,-3.48,86,71,2020-10-11,2021-05-14,2021-01-04
B.1.177.77,19.5,-6.65,1090,551,2020-03-31,2021-08-10,2021-01-03
B.1.177.21,19.13,-5.73,6770,2248,2020-08-24,2021-03-31,2020-12-14
B.1.177.55,18.31,-3.85,321,158,2020-08-28,2021-02-24,2020-11-03
B.1.177.57,19.11,-3.01,2599,1197,2020-06-02,2021-03-14,2020-11-02
B.1.177.56,17.96,-3.71,1073,506,2020-08-12,2021-03-05,2020-10-27
V.2,21.27,-3.58,15,11,2020-10-24,2021-01-21,2020-12-14
B.1.177.54,20.95,-2.23,1157,537,2020-09-06,2021-05-05,2020-11-19
V.1,22.66,-2.73,32,21,2020-10-05,2021-02-22,2020-12-22
B.1.177.80,22.17,-5.75,466,219,2020-10-21,2021-04-19,2021-01-30
B.1.177.6,18.83,-4.72,718,271,2020-09-21,2021-03-07,2020-11-24
B.1.177.8,18.49,-4.95,972,442,2020-09-03,2021-03-08,2020-11-22
B.1.177.7,17.88,-5.49,4849,1627,2020-03-21,2021-03-17,2020-11-22
B.1.177.58,19.31,-5.01,527,273,2020-09-25,2021-06-07,2020-12-06
B.1.177.5,19.55,-3.59,516,245,2020-08-29,2021-05-30,2020-11-18
B.1.177.48,18.96,-4.69,242,117,2020-09-24,2021-01-27,2020-11-26
B.1.177.65,18.33,-5.93,1206,369,2020-09-01,2021-03-07,2020-12-05
B.1.177.59,21.28,-5.13,40,27,2020-09-08,2021-03-22,2021-01-07
B.1.177.86,20.47,-7.44,4237,2126,2020-09-21,2021-08-11,2021-01-30
B.1.177.62,22.21,-5.99,589,374,2020-10-02,2021-04-29,2021-02-03
B.1.177.61,25.59,0.76,17,13,2020-09-26,2021-02-18,2020-12-14
B.1.177.68,19.67,-8.51,42,32,2020-12-27,2021-03-10,2021-02-03
B.1.177.63,22.28,-2.85,283,100,2020-10-13,2021-03-21,2020-12-18
B.1.177.64,22.89,-3.99,9,6,2021-01-04,2021-01-25,2021-01-14
B.1.177.47,20.33,-6.15,21,16,2020-12-01,2021-04-26,2021-01-08
B.1.177.67,22.12,-5.31,85,55,2020-11-05,2021-03-04,2021-01-22
B.1.177.66,22.9,-0.04,10,6,2020-10-30,2020-12-18,2020-11-15
U.3,22.37,-8.05,281,134,2021-01-11,2021-05-26,2021-03-09
B.1.177.60,20.87,-8.38,3818,2099,2020-08-17,2021-07-30,2021-02-19
U.1,20.48,-6.33,54,23,2020-12-28,2021-02-08,2021-01-13
U.2,21.99,-4.46,87,28,2020-11-23,2021-03-18,2021-01-07
B.1.22,13.78,1.39,483,272,2020-03-05,2021-01-08,2020-06-07
B.1.22.1,23.97,-0.67,39,27,2020-09-07,2021-01-26,2020-12-11
B.1.110,8.72,-0.59,188,86,2020-03-02,2021-04-28,2020-04-21
B.1.110.3,17.94,-4.12,1156,674,2020-03-15,2021-07-08,2020-11-02
B.1.110.2,9.6,1.23,5,3,2020-04-03,2020-04-12,2020-04-07
B.1.110.1,15.78,2,9,7,2020-03-18,2020-10-16,2020-06-28
B.1.479,8.07,-1.13,14,9,2020-03-25,2020-05-26,2020-04-19
B.1.279,15.69,3.79,1857,609,2020-03-15,2021-03-11,2020-05-30
B.1.273,10.57,2.37,49,19,2020-03-13,2020-06-06,2020-04-04
B.1.478,21.69,-3.14,49,37,2020-05-12,2021-02-27,2020-12-14
B.1.635,27.68,-4.17,28,24,2021-01-16,2021-06-18,2021-03-31
B.1.274,9.09,-1.9,32,22,2020-04-21,2020-06-22,2020-05-17
B.1.482,10,-0.06,11,9,2020-03-17,2020-07-21,2020-05-02
B.1.37,9.23,0.36,64,34,2020-03-10,2021-03-05,2020-04-14
B.1.270,9.76,-1.18,17,10,2020-03-18,2021-01-19,2020-05-16
B.1.480,19.14,-9.18,303,149,2020-07-19,2021-05-11,2021-02-05
B.1.544,22.26,-3.66,136,90,2020-06-25,2021-03-20,2020-12-30
B.1.483,9.88,1.87,8,6,2020-03-15,2020-07-06,2020-04-01
B.1.276,11.61,0.59,18,10,2020-03-22,2020-07-20,2020-05-17
B.1.13,9.14,1.11,184,101,2020-03-09,2020-06-16,2020-04-01
B.1.158,11.5,1.9,16,13,2020-03-13,2020-05-21,2020-04-25
B.1.280,15.95,-4.37,86,52,2020-06-27,2021-01-30,2020-10-06
B.1.277,8.67,1.22,27,18,2020-03-04,2020-05-21,2020-03-23
B.1.474,24.51,-2.11,382,216,2020-09-21,2021-03-30,2021-01-10
B.1.622,24.15,-4.74,47,17,2021-01-19,2021-04-03,2021-02-14
B.1.629,33.11,-1.7,47,31,2021-02-23,2021-07-02,2021-05-15
B.1.475,14,1.77,5,5,2020-04-29,2020-07-01,2020-06-04
B.1.159,11.4,-0.04,60,31,2020-03-18,2020-08-28,2020-05-23
B.1.281,13.56,-5.36,36,33,2020-04-08,2020-11-16,2020-09-14
B.1.389,19.26,-1.14,621,355,2020-08-02,2021-03-15,2020-10-07
B.1.282,16.62,0.87,53,16,2020-06-01,2020-08-31,2020-07-28
B.1.476,18.5,1.29,2,2,2020-07-17,2020-09-22,2020-08-20
B.1.563,20.77,-6.32,57,26,2020-12-06,2021-03-11,2021-01-17
B.1.465,10.36,0.35,169,86,2020-03-10,2021-03-25,2020-05-02
B.1.473,9.15,-1.11,20,14,2020-04-02,2020-05-22,2020-05-05
B.1.245,11.13,-0.97,23,15,2020-03-24,2020-12-16,2020-06-03
B.1.161,10.7,0.96,46,30,2020-03-27,2020-06-04,2020-04-27
B.1.385,15.1,-1.81,59,39,2020-06-25,2021-01-02,2020-08-15
B.1.124,9.81,-0.86,114,42,2020-03-26,2020-10-03,2020-05-12
B.1.443,15.05,-2.97,277,119,2020-01-17,2021-03-17,2020-09-01
B.1.163,10.78,-1.76,37,21,2020-03-16,2020-08-12,2020-06-09
B.1.164,13.7,-3.56,61,36,2020-05-08,2021-03-11,2020-08-20
B.1.112,9.85,-1.84,81,31,2020-04-06,2020-09-02,2020-05-27
B.1.111,19.17,-5.31,485,349,2020-03-07,2021-08-27,2020-12-08
B.1.170,18.62,-5.35,131,78,2020-03-19,2021-05-21,2020-12-01
B.1.441,16.69,-1.93,68,51,2020-03-13,2021-04-12,2020-09-10
B.1.439,10.2,-0.44,135,73,2020-03-13,2020-09-23,2020-05-11
B.1.436,11.71,-10.3,392,176,2020-07-08,2021-02-22,2020-11-01
B.1.162,9.14,-1.58,154,76,2020-03-19,2020-09-28,2020-05-12
B.1.442,10.37,1.04,30,18,2020-03-13,2020-06-10,2020-04-21
B.1.36.19,19.74,-5.33,89,78,2020-06-17,2021-06-14,2020-12-17
B.1.177,18.72,-9.3,54423,29119,2020-08-27,2022-04-09,2021-01-31
B.1.438.4,22.65,-3.02,46,35,2020-10-19,2021-03-23,2020-12-27
B.1.438,20.8,-4.96,106,68,2020-06-19,2021-08-07,2020-12-28
B.1.438.3,20.29,-8.7,7,4,2021-02-01,2021-03-18,2021-02-15
B.1.438.1,20.58,-9.65,7265,2827,2020-09-16,2021-12-06,2021-03-06
B.1.438.2,21.3,-5.94,50,29,2021-01-06,2021-02-06,2021-01-19
B.1.9.5,15.27,-0.7,116,89,2020-03-19,2021-02-25,2020-07-31
B.1.9.2,14.4,2.29,10,9,2020-04-20,2020-07-13,2020-06-03
B.1.9.4,23.68,-2.55,112,87,2020-07-09,2021-06-28,2021-01-04
B.1.9,11.65,0.87,130,94,2020-03-04,2021-03-17,2020-05-13
B.1.9.3,12.11,1.33,18,10,2020-03-17,2020-10-15,2020-05-13
B.1.9.1,12.4,2.53,20,12,2020-04-09,2020-05-18,2020-04-30
B.1.523,18.8,-4.31,260,123,2020-03-29,2021-03-10,2020-11-18
B.1.471,16.58,-4.8,286,163,2020-03-25,2021-03-27,2020-10-22
B.1.470,23.74,-3.83,706,617,2020-04-09,2022-01-01,2021-01-25
B.1.247,12.9,0.07,41,35,2020-05-04,2020-12-14,2020-06-14
B.1.467,14.67,-3.19,18,18,2020-05-17,2020-12-10,2020-08-29
B.1.469,19.95,-7.41,229,162,2020-08-21,2021-05-05,2021-01-21
B.1.466,19.64,-5.44,33,30,2020-04-30,2021-03-05,2020-12-18
B.1.459,21.93,-2.49,213,177,2020-03-18,2021-07-23,2020-12-08
B.1.462,15.88,-1.53,32,31,2020-04-20,2021-04-03,2020-08-22
B.1.460,20.12,-2.64,34,17,2020-09-10,2021-01-26,2020-11-12
B.1.456,19.89,-4.9,54,47,2020-02-20,2021-05-05,2020-12-13
B.1.468,18.62,-4.09,122,104,2020-02-13,2021-04-14,2020-11-11
B.1.260,7.73,-2.83,86,66,2020-03-26,2021-02-22,2020-05-10
B.1.458,12,0.46,9,6,2020-05-25,2020-05-25,2020-05-25
B.1.463,16.14,-4.17,122,51,2020-09-10,2020-10-31,2020-10-06
B.1.562,19.88,-7.7,26,18,2020-12-01,2021-03-02,2021-01-25
B.1.466.1,22.88,-4.09,102,80,2020-06-09,2021-04-03,2021-01-15
B.1.466.2,26.54,-6.3,2343,1903,2020-08-06,2022-03-10,2021-04-15
AU.1,25,-6.63,479,244,2021-01-01,2021-05-13,2021-03-27
AU.3,25.41,-6.15,425,252,2021-02-09,2021-07-14,2021-03-26
AU.2,28.13,-3.54,445,327,2021-01-03,2021-09-06,2021-03-28
B.1.36.18,21.5,-5.22,1490,799,2020-06-05,2021-05-23,2021-01-12
B.1.36.9,21.14,-1.44,195,94,2020-04-21,2021-02-23,2020-11-09
B.1.36,19.77,-4.16,5062,3223,2020-02-16,2021-12-20,2020-11-30
B.1.36.10,16.25,-4.37,118,102,2020-04-30,2021-03-11,2020-10-11
B.1.36.24,22.32,-4.16,77,61,2020-06-04,2021-05-27,2021-01-08
B.1.36.7,14.63,-10.93,186,119,2020-08-17,2021-05-07,2020-12-25
B.1.36.22,16.45,-7.38,750,397,2020-06-04,2021-05-03,2020-11-28
B.1.36.21,20.59,-5.22,407,171,2020-10-07,2021-03-09,2020-12-29
B.1.36.29,23.23,-2.5,1541,1280,2020-06-27,2021-08-18,2020-12-27
B.1.36.33,22.42,-3.16,119,42,2020-10-12,2021-03-02,2020-12-25
B.1.36.20,16.86,-3.1,50,25,2020-08-20,2021-02-08,2020-09-30
B.1.36.1,22.22,-3.95,676,425,2020-07-13,2021-05-18,2021-01-03
B.1.36.35,21.4,-6.25,287,182,2020-09-25,2021-05-03,2021-01-26
B.1.36.23,18.42,0.9,52,23,2020-05-08,2020-11-04,2020-08-24
B.1.36.12,15.23,-2.25,53,26,2020-06-12,2020-10-13,2020-08-23
B.1.36.25,20.98,-3.98,355,111,2020-10-26,2021-02-15,2020-12-16
B.1.36.16,16.85,-8.7,373,263,2020-05-03,2021-11-12,2020-12-25
B.1.36.34,21.59,-2.38,34,26,2020-06-10,2021-03-02,2020-12-01
B.1.36.8,18.15,-1.2,750,568,2020-04-11,2021-09-09,2020-09-21
B.1.36.31,27.9,-0.11,369,273,2020-10-06,2021-05-13,2021-01-31
B.1.36.26,22.83,-0.42,105,69,2020-08-26,2021-02-11,2020-11-20
B.1.113,14.46,1.8,61,46,2020-06-03,2020-06-20,2020-06-11
B.1.36.27,18.64,-4.21,22,18,2020-09-18,2021-01-18,2020-11-13
B.1.36.37,17.69,-7.3,373,95,2020-10-06,2021-04-14,2020-12-16
B.1.36.28,20.98,-0.52,132,65,2020-09-09,2021-01-05,2020-10-24
B.1.36.17,15.17,-5.77,1504,759,2020-07-16,2021-11-06,2020-10-15
B.1.36.39,18.41,-4.15,194,98,2020-09-21,2021-01-25,2020-11-09
B.1.36.38,19.78,-3.96,299,205,2020-06-08,2021-04-05,2020-11-27
B.1.36.2,22.35,-2.32,46,23,2020-09-27,2021-01-18,2020-12-11
B.1.601,16.74,-8.07,19,15,2020-10-28,2021-02-16,2020-12-13
B.1.354,8.86,-0.33,14,10,2020-03-12,2020-06-18,2020-04-19
B.1.344,8.3,-0.22,64,24,2020-03-12,2020-05-06,2020-04-09
B.1.335,12.61,-1.1,66,41,2020-04-28,2020-11-04,2020-06-27
B.1.485,7.69,-2.13,32,8,2020-03-25,2020-05-22,2020-04-29
B.1.298,16.07,-8.94,266,203,2020-03-20,2021-04-05,2020-12-16
B.1.515,9.87,0.01,23,13,2020-04-17,2020-05-29,2020-04-29
B.1.318,16.47,-2.34,19,13,2020-06-22,2021-01-27,2020-09-13
B.1.343,9.12,0.18,42,26,2020-03-09,2020-09-07,2020-04-15
B.1.315,9.31,-2.1,121,61,2020-04-08,2021-01-20,2020-05-23
B.1.167,9.06,-0.76,17,11,2020-04-02,2020-06-04,2020-04-29
B.1.328,10.53,-1.23,30,14,2020-05-23,2020-08-24,2020-05-28
B.1.348,23.73,-0.62,30,22,2020-11-06,2021-01-15,2020-12-06
B.1.516,13.35,-0.06,199,101,2020-03-11,2020-08-14,2020-06-22
B.1.518,11.83,1.4,71,23,2020-03-30,2020-06-16,2020-05-08
B.1.513,8.57,0.56,65,22,2020-03-09,2020-06-02,2020-04-01
B.1.434,8.1,0.4,10,10,2020-03-22,2020-05-01,2020-03-27
B.1.453,12.17,-4.96,217,125,2020-03-17,2021-02-08,2020-08-18
B.1.165,8.83,-2.03,36,14,2020-04-22,2020-06-10,2020-05-15
B.1.321,8.96,0.15,24,18,2020-03-09,2020-08-15,2020-04-13
B.1.511,8.85,-3.76,13,8,2020-05-02,2020-07-08,2020-06-10
B.1.263,8.95,0.09,19,13,2020-03-19,2020-05-11,2020-04-14
B.1.294,12.38,-3.09,26,16,2020-06-16,2021-01-19,2020-07-24
B.1.451,9.48,-4.81,107,61,2020-04-09,2020-11-16,2020-07-06
B.1.267,12.13,-1.02,38,19,2020-03-24,2020-08-27,2020-06-19
B.1.108,10.13,-0.1,130,68,2020-02-25,2021-02-22,2020-05-05
B.1.292,9.27,-5.33,11,10,2020-04-01,2020-09-09,2020-07-11
B.1.38,9.75,1.44,28,18,2020-03-17,2020-06-15,2020-04-06
B.1.326,11.7,-2.24,60,36,2020-04-25,2020-08-12,2020-07-01
B.1.492,9.1,-0.84,30,15,2020-04-20,2020-07-17,2020-05-01
B.1.333,13.86,3.16,77,75,2020-03-17,2020-08-13,2020-05-12
B.1.446,17.53,6.27,30,30,2020-03-29,2020-07-02,2020-05-21
B.1.371,8.33,-0.89,681,319,2020-03-08,2020-10-14,2020-04-19
B.1.422,12.12,-2.45,430,165,2020-03-13,2020-09-28,2020-07-10
B.1.598,10,-0.32,53,18,2020-03-30,2020-06-05,2020-05-06
B.1.166,8.32,-0.17,101,51,2020-03-04,2020-06-11,2020-04-08
B.1.605,17.73,-7.55,117,100,2020-04-08,2021-05-08,2020-12-20
B.1.268,7.35,-0.8,85,19,2020-03-18,2020-05-02,2020-04-03
B.1.287,11.18,-2.44,28,15,2020-06-15,2020-07-20,2020-06-26
B.1.437,11.39,-4.14,28,17,2020-06-10,2020-09-10,2020-07-25
B.1.119,7.34,-1.43,58,30,2020-03-12,2020-09-17,2020-04-13
B.1.313,13.41,-3.24,93,69,2020-04-01,2021-06-16,2020-08-11
B.1.570,19.6,-1,48,32,2020-07-31,2020-12-28,2020-10-10
B.1.510,8.59,-0.08,17,11,2020-03-06,2020-12-05,2020-04-11
B.1.349,16.52,-7.75,1011,666,2020-06-05,2021-04-05,2020-12-05
B.1.336,14.22,-0.94,253,187,2020-03-13,2021-02-06,2020-07-19
B.1.626,34.83,-2.32,109,76,2021-04-16,2021-10-14,2021-06-20
B.1.448,17.09,-5.03,159,98,2020-04-15,2021-03-09,2020-11-02
B.1.487,10.06,-4.26,33,26,2020-05-24,2020-08-01,2020-07-06
B.1.291,12.6,-3.18,68,57,2020-04-21,2021-01-22,2020-07-29
B.1.324,14.37,-6.07,371,282,2020-03-15,2021-04-25,2020-10-08
B.1.366,15.2,-1.95,41,30,2020-04-27,2021-03-07,2020-08-18
B.1.302,9.18,0.23,34,18,2020-03-14,2020-08-24,2020-04-15
B.1.305,15.86,0.59,236,132,2020-06-09,2021-03-08,2020-07-21
B.1.452,12.59,-2.77,56,36,2020-05-12,2021-01-06,2020-07-22
B.1.569,17.94,-4.3,50,38,2020-07-21,2021-01-15,2020-11-04
B.1.350,8.4,-0.88,225,85,2020-03-13,2020-12-28,2020-04-20
B.1.350.1,12.5,0.48,4,2,2020-05-25,2020-06-12,2020-06-01
B.1.433,15.18,-10.64,185,133,2020-09-10,2021-08-12,2020-12-29
B.1.585,16.5,-8.34,22,17,2020-10-13,2021-02-13,2020-12-14
B.1.517.1,21.09,-4.83,45,15,2020-12-16,2021-01-16,2020-12-30
B.1.517,18.21,-9.55,1547,1033,2020-04-26,2021-11-16,2021-01-27
B.1.596,21.72,-5.52,1552,1178,2020-04-11,2021-09-22,2021-01-20
B.1.340,14.72,-3.77,151,114,2020-05-19,2021-03-02,2020-09-08
B.1.356,10.26,1.65,401,213,2020-02-28,2021-02-21,2020-04-10
B.1.12,10.17,1.3,70,39,2020-03-04,2021-02-01,2020-04-14
B.1.334,14.59,1.78,41,22,2020-03-20,2020-09-14,2020-06-13
B.1.603,25.38,-2.2,61,46,2020-11-10,2021-04-14,2021-01-25
B.1.325,16.22,1.96,97,74,2020-06-01,2020-09-14,2020-07-05
B.1.572,10.7,-0.29,23,14,2020-04-02,2020-07-13,2020-05-16
B.1.308,12.64,1.23,28,18,2020-03-18,2022-01-09,2020-05-23
B.1.445,11.87,-1.97,39,15,2020-04-17,2021-03-31,2020-06-29
B.1.306,16.39,-7.1,131,98,2020-06-03,2021-03-08,2020-11-23
B.1.520,11.94,-7.07,16,15,2020-03-25,2020-12-11,2020-09-16
B.1.120,11.2,0.43,40,20,2020-03-29,2020-06-14,2020-05-13
B.1.115,14.59,0.94,27,17,2020-03-21,2020-10-02,2020-06-26
B.1.428,10.46,-0.28,552,352,2020-03-03,2021-01-15,2020-05-13
B.1.613,9.54,-0.87,35,14,2020-04-06,2020-06-01,2020-05-08
B.1.358,8.8,-0.24,20,10,2020-04-01,2020-05-11,2020-04-17
B.1.576,14.01,-1.87,507,362,2020-03-25,2021-03-27,2020-07-30
B.1.574,14.71,-0.83,353,138,2020-06-07,2021-01-02,2020-07-25
B.1.363,16.9,-2.29,10,8,2020-09-02,2020-10-07,2020-09-19
B.1.526,26.55,-7.74,29377,18175,2020-12-06,2021-12-18,2021-05-07
B.1.637,32.28,-1.21,9459,5984,2020-12-27,2021-09-20,2021-04-25
B.1.637.1,54.98,7.33,58,27,2021-09-21,2021-12-11,2021-11-27
B.1.342,13.63,-0.21,8,8,2020-05-23,2020-08-07,2020-06-29
B.1.346,20.26,-5.8,579,359,2020-04-13,2021-05-08,2021-01-01
B.1.375,21.55,-4.93,628,398,2020-09-23,2021-05-06,2021-01-08
B.1.596.1,16.76,-6.84,21,16,2020-10-08,2021-02-08,2020-11-25
B.1.428.2,20.65,-1.84,26,25,2020-07-07,2021-04-16,2020-11-08
B.1.428.1,10.83,-2.22,30,14,2020-05-07,2020-10-01,2020-06-17
B.1.411,20.14,-8.65,185,180,2020-10-23,2021-11-26,2021-02-12
B.1.428.3,17.68,-2.15,25,18,2020-06-04,2021-02-17,2020-09-28
B.1.578,18.54,0.36,26,23,2020-03-17,2021-03-04,2020-09-03
B.1.616,39.27,8.04,30,25,2021-02-10,2021-04-23,2021-03-21
B.1.320,10.81,0.36,573,289,2020-03-07,2021-04-11,2020-05-08
B.1.586,10.09,0.41,77,40,2020-03-12,2020-10-26,2020-04-27
B.1.40,10.81,1.8,36,18,2020-03-18,2020-07-20,2020-04-16
B.1.310,10.77,2.19,13,10,2020-04-01,2020-04-30,2020-04-10
B.1.367,28.92,9.1,597,328,2020-07-16,2021-09-17,2020-09-28
B.1.597,19.37,-3.5,81,64,2020-03-27,2021-02-15,2020-11-14
B.1.571,17.36,1.78,83,51,2020-06-15,2021-01-24,2020-07-26
B.1.369,14.54,-3.24,2380,1637,2020-03-11,2021-08-05,2020-08-28
B.1.564,17.47,-1.22,1648,911,2020-03-17,2021-03-10,2020-09-11
B.1.564.1,15.87,-9.53,272,156,2020-10-03,2021-03-28,2020-12-22
B.1.369.1,21.03,-5.21,34,12,2020-12-29,2021-01-21,2021-01-04
B.1.444,19.64,1.49,14,10,2020-05-21,2021-01-19,2020-09-03
B.1.116,10.38,-0.22,84,25,2020-03-29,2020-05-23,2020-05-11
B.1.606,14.76,-0.47,111,73,2020-06-02,2020-11-13,2020-07-20
B.1.362,20.94,-5,415,324,2020-06-01,2021-05-05,2020-12-31
